FID;objectid;jaartal_registratie;id;typesensor;xcod;ycod;naam;aantalcameras;verantwoordelijke;doelstelling;grondslag;aardvandedata;bewaartermijn;levering_derden;toegang;foto;beveiligingseisen;jaartalingang;datum_einde;lon;lat;geom
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-5392;119;2023;loc2;Kentekenherkenning;233318.353;582149.434;;;Directie Veiligheid;Handhaven venstertijden;Artikel 87 RVV;De camera’s scannen het uitrijdend verkeer van het venstertijdengebied, waarbij vervolgens de kentekens worden vergeleken met een database om te controleren of passerende voertuigen de juiste rechten tot het gebied hebben.;N.v.t.;Op verzoek aan politie;Specialist verkeersregelinstallaties en verkeerssystemen;;BIO, Laagspanningsrichtlijn 73/23/EEG, EMC – richtlijn 89/336/EEG, NEN 5152, NEN 1010, NEN 3140;2023;Doorlopend;6.55976529;53.22022198;POINT (233318.35269926506 582149.4337981864)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-5391;120;2023;loc3;Kentekenherkenning;233397.589;582190.685;;;Directie Veiligheid;Handhaven venstertijden;Artikel 87 RVV;De camera’s scannen het uitrijdend verkeer van het venstertijdengebied, waarbij vervolgens de kentekens worden vergeleken met een database om te controleren of passerende voertuigen de juiste rechten tot het gebied hebben.;N.v.t.;Op verzoek aan politie;Specialist verkeersregelinstallaties en verkeerssystemen;;BIO, Laagspanningsrichtlijn 73/23/EEG, EMC – richtlijn 89/336/EEG, NEN 5152, NEN 1010, NEN 3140;2023;Doorlopend;6.56096141;53.22058099;POINT (233397.58879926376 582190.6851981853)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-5390;121;2023;loc4;Kentekenherkenning;233460.079;582223.36;;;Directie Veiligheid;Handhaven venstertijden;Artikel 87 RVV;De camera’s scannen het uitrijdend verkeer van het venstertijdengebied, waarbij vervolgens de kentekens worden vergeleken met een database om te controleren of passerende voertuigen de juiste rechten tot het gebied hebben.;N.v.t.;Op verzoek aan politie;Specialist verkeersregelinstallaties en verkeerssystemen;;BIO, Laagspanningsrichtlijn 73/23/EEG, EMC – richtlijn 89/336/EEG, NEN 5152, NEN 1010, NEN 3140;2023;Doorlopend;6.56190479;53.22086538;POINT (233460.07909926778 582223.3595981862)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-538f;122;2023;loc5;Kentekenherkenning;233526.245;582257.668;;;Directie Veiligheid;Handhaven venstertijden;Artikel 87 RVV;De camera’s scannen het uitrijdend verkeer van het venstertijdengebied, waarbij vervolgens de kentekens worden vergeleken met een database om te controleren of passerende voertuigen de juiste rechten tot het gebied hebben.;N.v.t.;Op verzoek aan politie;Specialist verkeersregelinstallaties en verkeerssystemen;;BIO, Laagspanningsrichtlijn 73/23/EEG, EMC – richtlijn 89/336/EEG, NEN 5152, NEN 1010, NEN 3140;2023;Doorlopend;6.56290361;53.22116391;POINT (233526.2452992655 582257.6676981836)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-538e;123;2023;loc6;Kentekenherkenning;233587.919;582288.708;;;Directie Veiligheid;Handhaven venstertijden;Artikel 87 RVV;De camera’s scannen het uitrijdend verkeer van het venstertijdengebied, waarbij vervolgens de kentekens worden vergeleken met een database om te controleren of passerende voertuigen de juiste rechten tot het gebied hebben.;N.v.t.;Op verzoek aan politie;Specialist verkeersregelinstallaties en verkeerssystemen;;BIO, Laagspanningsrichtlijn 73/23/EEG, EMC – richtlijn 89/336/EEG, NEN 5152, NEN 1010, NEN 3140;2023;Doorlopend;6.56383439;53.22143373;POINT (233587.91869926566 582288.7082981816)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-538d;124;2023;loc7;Kentekenherkenning;233634.889;582311.58;;;Directie Veiligheid;Handhaven venstertijden;Artikel 87 RVV;De camera’s scannen het uitrijdend verkeer van het venstertijdengebied, waarbij vervolgens de kentekens worden vergeleken met een database om te controleren of passerende voertuigen de juiste rechten tot het gebied hebben.;N.v.t.;Op verzoek aan politie;Specialist verkeersregelinstallaties en verkeerssystemen;;BIO, Laagspanningsrichtlijn 73/23/EEG, EMC – richtlijn 89/336/EEG, NEN 5152, NEN 1010, NEN 3140;2023;Doorlopend;6.56454308;53.22163232;POINT (233634.88849926897 582311.5803981848)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-538c;125;2023;loc8;Kentekenherkenning;233694.52;582339.762;;;Directie Veiligheid;Handhaven venstertijden;Artikel 87 RVV;De camera’s scannen het uitrijdend verkeer van het venstertijdengebied, waarbij vervolgens de kentekens worden vergeleken met een database om te controleren of passerende voertuigen de juiste rechten tot het gebied hebben.;N.v.t.;Op verzoek aan politie;Specialist verkeersregelinstallaties en verkeerssystemen;;BIO, Laagspanningsrichtlijn 73/23/EEG, EMC – richtlijn 89/336/EEG, NEN 5152, NEN 1010, NEN 3140;2023;Doorlopend;6.56544261;53.22187674;POINT (233694.51979926814 582339.7619981825)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-538b;126;2023;loc9;Kentekenherkenning;233887.089;582342.032;;;Directie Veiligheid;Handhaven venstertijden;Artikel 87 RVV;De camera’s scannen het uitrijdend verkeer van het venstertijdengebied, waarbij vervolgens de kentekens worden vergeleken met een database om te controleren of passerende voertuigen de juiste rechten tot het gebied hebben.;N.v.t.;Op verzoek aan politie;Specialist verkeersregelinstallaties en verkeerssystemen;;BIO, Laagspanningsrichtlijn 73/23/EEG, EMC – richtlijn 89/336/EEG, NEN 5152, NEN 1010, NEN 3140;2023;Doorlopend;6.56832575;53.2218688;POINT (233887.08849926997 582342.031498187)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-538a;127;2023;loc10;Kentekenherkenning;233995.308;582289.751;;;Directie Veiligheid;Handhaven venstertijden;Artikel 87 RVV;De camera’s scannen het uitrijdend verkeer van het venstertijdengebied, waarbij vervolgens de kentekens worden vergeleken met een database om te controleren of passerende voertuigen de juiste rechten tot het gebied hebben.;N.v.t.;Op verzoek aan politie;Specialist verkeersregelinstallaties en verkeerssystemen;;BIO, Laagspanningsrichtlijn 73/23/EEG, EMC – richtlijn 89/336/EEG, NEN 5152, NEN 1010, NEN 3140;2023;Doorlopend;6.56993284;53.22138317;POINT (233995.3075992689 582289.7508981853)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-5389;128;2023;loc11;Kentekenherkenning;234113.983;582121.654;;;Directie Veiligheid;Handhaven venstertijden;Artikel 87 RVV;De camera’s scannen het uitrijdend verkeer van het venstertijdengebied, waarbij vervolgens de kentekens worden vergeleken met een database om te controleren of passerende voertuigen de juiste rechten tot het gebied hebben.;N.v.t.;Op verzoek aan politie;Specialist verkeersregelinstallaties en verkeerssystemen;;BIO, Laagspanningsrichtlijn 73/23/EEG, EMC – richtlijn 89/336/EEG, NEN 5152, NEN 1010, NEN 3140;2023;Doorlopend;6.5716679;53.21985549;POINT (234113.98329927045 582121.6541981844)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-5388;129;2023;loc12;Kentekenherkenning;234167.489;581967.674;;;Directie Veiligheid;Handhaven venstertijden;Artikel 87 RVV;De camera’s scannen het uitrijdend verkeer van het venstertijdengebied, waarbij vervolgens de kentekens worden vergeleken met een database om te controleren of passerende voertuigen de juiste rechten tot het gebied hebben.;N.v.t.;Op verzoek aan politie;Specialist verkeersregelinstallaties en verkeerssystemen;;BIO, Laagspanningsrichtlijn 73/23/EEG, EMC – richtlijn 89/336/EEG, NEN 5152, NEN 1010, NEN 3140;2023;Doorlopend;6.57243085;53.21846424;POINT (234167.48919926953 581967.6735981836)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-5387;130;2023;loc13;Kentekenherkenning;234222.22;581861.48;;;Directie Veiligheid;Handhaven venstertijden;Artikel 87 RVV;De camera’s scannen het uitrijdend verkeer van het venstertijdengebied, waarbij vervolgens de kentekens worden vergeleken met een database om te controleren of passerende voertuigen de juiste rechten tot het gebied hebben.;N.v.t.;Op verzoek aan politie;Specialist verkeersregelinstallaties en verkeerssystemen;;BIO, Laagspanningsrichtlijn 73/23/EEG, EMC – richtlijn 89/336/EEG, NEN 5152, NEN 1010, NEN 3140;2023;Doorlopend;6.57322387;53.21750211;POINT (234222.2200992701 581861.4798981843)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-5386;131;2023;loc14;Kentekenherkenning;234275.317;581780.201;;;Directie Veiligheid;Handhaven venstertijden;Artikel 87 RVV;De camera’s scannen het uitrijdend verkeer van het venstertijdengebied, waarbij vervolgens de kentekens worden vergeleken met een database om te controleren of passerende voertuigen de juiste rechten tot het gebied hebben.;N.v.t.;Op verzoek aan politie;Specialist verkeersregelinstallaties en verkeerssystemen;;BIO, Laagspanningsrichtlijn 73/23/EEG, EMC – richtlijn 89/336/EEG, NEN 5152, NEN 1010, NEN 3140;2023;Doorlopend;6.57399855;53.21676405;POINT (234275.31709926936 581780.2006981849)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-5385;132;2023;loc15;Kentekenherkenning;234256.938;581787.144;;;Directie Veiligheid;Handhaven venstertijden;Artikel 87 RVV;De camera’s scannen het uitrijdend verkeer van het venstertijdengebied, waarbij vervolgens de kentekens worden vergeleken met een database om te controleren of passerende voertuigen de juiste rechten tot het gebied hebben.;N.v.t.;Op verzoek aan politie;Specialist verkeersregelinstallaties en verkeerssystemen;;BIO, Laagspanningsrichtlijn 73/23/EEG, EMC – richtlijn 89/336/EEG, NEN 5152, NEN 1010, NEN 3140;2023;Doorlopend;6.57372517;53.21682915;POINT (234256.93749926958 581787.144298183)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-5384;133;2023;loc16a;Kentekenherkenning;234264.957;581430.988;;;Directie Veiligheid;Handhaven venstertijden;Artikel 87 RVV;De camera’s scannen het uitrijdend verkeer van het venstertijdengebied, waarbij vervolgens de kentekens worden vergeleken met een database om te controleren of passerende voertuigen de juiste rechten tot het gebied hebben.;N.v.t.;Op verzoek aan politie;Specialist verkeersregelinstallaties en verkeerssystemen;;BIO, Laagspanningsrichtlijn 73/23/EEG, EMC – richtlijn 89/336/EEG, NEN 5152, NEN 1010, NEN 3140;2023;Doorlopend;6.57375734;53.21362828;POINT (234264.9569992667 581430.9878981889)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-5383;134;2023;loc17a;Kentekenherkenning;234029.552;581288.161;;;Directie Veiligheid;Handhaven venstertijden;Artikel 87 RVV;De camera’s scannen het uitrijdend verkeer van het venstertijdengebied, waarbij vervolgens de kentekens worden vergeleken met een database om te controleren of passerende voertuigen de juiste rechten tot het gebied hebben.;N.v.t.;Op verzoek aan politie;Specialist verkeersregelinstallaties en verkeerssystemen;;BIO, Laagspanningsrichtlijn 73/23/EEG, EMC – richtlijn 89/336/EEG, NEN 5152, NEN 1010, NEN 3140;2023;Doorlopend;6.57019908;53.21237991;POINT (234029.55189926355 581288.1611981948)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-5382;135;2023;loc18a;Kentekenherkenning;233460.693;581278.188;;;Directie Veiligheid;Handhaven venstertijden;Artikel 87 RVV;De camera’s scannen het uitrijdend verkeer van het venstertijdengebied, waarbij vervolgens de kentekens worden vergeleken met een database om te controleren of passerende voertuigen de juiste rechten tot het gebied hebben.;N.v.t.;Op verzoek aan politie;Specialist verkeersregelinstallaties en verkeerssystemen;;BIO, Laagspanningsrichtlijn 73/23/EEG, EMC – richtlijn 89/336/EEG, NEN 5152, NEN 1010, NEN 3140;2023;Doorlopend;6.56168318;53.21237392;POINT (233460.6929992604 581278.1883981902)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-5381;136;2023;loc19;Kentekenherkenning;233081.873;581511.459;;;Directie Veiligheid;Handhaven venstertijden;Artikel 87 RVV;De camera’s scannen het uitrijdend verkeer van het venstertijdengebied, waarbij vervolgens de kentekens worden vergeleken met een database om te controleren of passerende voertuigen de juiste rechten tot het gebied hebben.;N.v.t.;Op verzoek aan politie;Specialist verkeersregelinstallaties en verkeerssystemen;;BIO, Laagspanningsrichtlijn 73/23/EEG, EMC – richtlijn 89/336/EEG, NEN 5152, NEN 1010, NEN 3140;2023;Doorlopend;6.55607047;53.21452496;POINT (233081.8728992669 581511.4589981936)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-5380;137;2023;loc20;Kentekenherkenning;233101.069;581566.189;;;Directie Veiligheid;Handhaven venstertijden;Artikel 87 RVV;De camera’s scannen het uitrijdend verkeer van het venstertijdengebied, waarbij vervolgens de kentekens worden vergeleken met een database om te controleren of passerende voertuigen de juiste rechten tot het gebied hebben.;N.v.t.;Op verzoek aan politie;Specialist verkeersregelinstallaties en verkeerssystemen;;BIO, Laagspanningsrichtlijn 73/23/EEG, EMC – richtlijn 89/336/EEG, NEN 5152, NEN 1010, NEN 3140;2023;Doorlopend;6.55637108;53.21501386;POINT (233101.0690992658 581566.1892981917)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-537f;138;2023;loc21;Kentekenherkenning;233121.082;581623.37;;;Directie Veiligheid;Handhaven venstertijden;Artikel 87 RVV;De camera’s scannen het uitrijdend verkeer van het venstertijdengebied, waarbij vervolgens de kentekens worden vergeleken met een database om te controleren of passerende voertuigen de juiste rechten tot het gebied hebben.;N.v.t.;Op verzoek aan politie;Specialist verkeersregelinstallaties en verkeerssystemen;;BIO, Laagspanningsrichtlijn 73/23/EEG, EMC – richtlijn 89/336/EEG, NEN 5152, NEN 1010, NEN 3140;2023;Doorlopend;6.55668451;53.21552465;POINT (233121.08199926492 581623.3701981932)
